tweet,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,sarcastic,rephrase
im glad we finally have a party in opposition who are committed to taking the government to task for not making mistakes fast enough,1,0,0,0,0,0,1,"I would say something like ""it is supposed to be the opposition party's job to oppose the government, especially at a time when the government seems to be doing almost everything wrong. However, it seems that the opposition party's only complaint is that the government is applying their bad policy inefficiently, not that the policy is bad""."
"Men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long 

“You were supposed to be my ride or die 😩”

Okay, so die then.",1,0,0,0,0,0,1,"Men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long 

“You were supposed to be my ride or die 😩”

Does that mean that you die now?"
"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",0,1,0,1,0,1,1,I see that it is snowing. This is expected in January. Anyone can see that it is snowing.
is this an earthquake because i am shook right now,1,0,0,0,0,1,1,I am really very surprised.
@TheBabylonBee And the hot air and BS she generates makes for a perfect backup energy source!,1,0,0,0,0,0,1,The amount of time spent listening to and comprehending what this gal says is disturbing and disappointing.
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,1,0,0,0,0,1,1,I’m upset because I am free today and none of my friends are because they have previous commitments 
"Going to M&amp;S food will be the highlight of my day later, can’t wait👌🏻😅",1,0,0,0,1,0,1,"“I love M&S food, can’t wait to buy dinner there later.”"
A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶🎶🎶,0,1,0,0,0,0,1,"""A terrible mashup is hearing country music & Eminem through someone's phone speaker. """
"@kittin_knittin According to a Trump republican,  that's relative to Penis size.  There's a video.  Lol",1,0,0,0,0,0,1," According to past history with Trump Republicans, you must fact-check everything.   There is no credibility in the Republican party since Trump was in office."
"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",1,0,0,0,0,0,1,"I thought I had a great idea for my thesis, but someone has already published on it. I'll need to find a new topic. "
I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,0,1,0,0,0,0,1,“I’m flying to [location]” because I was just flying on an airplane and it happened to be April 20th which people call “420 day”.
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,1,0,0,0,0,0,1,Just found out I've been walking on a broken foot for the past six months :( may have to get surgery again
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,0,1,0,0,0,0,1,"Probably would not say it at all because the statement itself is kind of ridiculous. ""Because I'm in a media major, all of my friends are better at video games than me."""
Can cats wear nail polish,1,0,0,0,0,1,1,It is quite obvious that cats do not actually wear nail polish.
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",1,0,0,0,0,0,1,I could never survive an experience like the one in the film 127 Hours.
Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,1,0,0,0,0,0,1,"'I hate everything in my basket selling out before the sale was meant to start"""
@mcfcok82 Thank you for your well balanced and thoughtful input,1,0,1,0,0,0,1,There was no need for that 
accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,1,0,0,0,0,0,1,"""Isn't it funny how CCD is really similar to CDC? Hope nobody mixes up the two"""
watching tik toks at full volume in the middle of the airport should be a federal offense,1,0,0,0,1,0,1,I find it irritating when people listen to videos loudly in public spaces 
i’m gonna get a boob job so i call myself a customizable doll,1,0,0,0,0,0,1,"""I want to get top surgery so I can remove all the fat on my chest and look more gender neutral."""
Friendly reminder you’re not vegan if you swallow cum,1,0,0,0,0,0,1,Cum is vegan
what i love about mine and summers work schedules is that she will finish at 8pm and then i’ll start work at 9pm and then when i get home at 7am she’ll start work at 8am ❤️,0,1,0,0,0,0,1,i hate the fact that when summer finishes work at 8 i leave for my job and then when i come home she has to go to her job again
Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,1,0,0,0,0,0,1,I would simply say that Ben Simmons won't be able to shoot the ball like that. 
‘It’s only a game’ 🥴🥴,1,0,0,0,0,0,1,Look how important these clubs are to their fans!
I love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn’t been updated since 1995 . Thrilling ❤️,1,0,0,0,0,0,1,I hate using the UoM student system because it hasn’t been updated for years and no one has ever explained how to properly use it 
"Oh good, it's time for the bi-monthly random power outage.",0,1,0,0,0,0,1,I'm getting frustrated with all of these power outages lately
"Wish I was the bitch that Elijah hewson fucking hated, sad :(",1,0,0,0,0,0,1,The same without the ‘:(‘ at the end 
Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,1,0,0,0,0,0,1,I would not take ivermectin. 
"@adi_jord agreed, this is ridiculous, gotta cop a pair",1,0,0,0,0,0,1,"I agree, I want them too"
Why was I not told Matthew Stafford and Cooper Kupp eat breakfast together before I drafted Robert Woods over him?,1,0,0,0,0,1,1,Interesting: Stafford and Cupp eat breakfast together.  
@abhiishekkkkkk @FCBGox Did you even watch a single la Liga madrid game last season bruh Varane isn’t that good anymore,1,0,0,0,0,1,1,"You didn't watch Varane last season, if you did, you would have a different opinion."
can't wait til a bunch of pudgy suburban dads save the day with their firearms,1,0,0,0,0,0,1,People are more likely to be injured when they own firearms.
Throwback to when I answered the phone at work with “thank you for calling Courtney! My name is principal” wow I love myself,1,0,0,0,0,0,1,"I could have said ""I am an idiot"" or something along those lines instead. "
V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong,1,0,0,0,0,0,1,I will not be granting an extension to the student who emailed me and my co-teacher and got both of our names wrong.
ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,1,0,0,0,0,0,1,"I would say, ""I wish I could get up early and enjoy some tea on the patio."""
. @shopDisney thanks for shutting down the only Disney Store in northeastern Ohio. The other two stores went out of business yrs ago. It’s not the same with shipping costs online not to mention LE doll sales are an absolute nightmare online. So unbelievably disappointing. 💔,1,0,0,0,0,0,1,I'm very upset that you closed my local store.
"just booked to see David Gray too,,, am i 40",1,0,0,0,0,0,1,I am only 21.
I may look happy on the outside bit on the inside I'm dying #painful #sad,1,0,0,0,1,0,1,Happy on the outside but underneath the smile I am sad
"Queer marriage is not allowed because it doesn't follow the ""age-old customs, rituals, practices, culturla ethos and societal values"", but all cis-men can commit infidelity with no consequences. Happy fuckin Pride people 🙃 #SupremeCourtofIndia",1,0,0,0,0,0,1,"While we are celebrating pride, we should also understand that we are denying non-binary people rights because of prejudices of the Supreme Court."
@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,0,1,0,0,0,0,1,Can I use this in my speech ? 
also if u met dream on hypixel.. congrats ! im not jealous at all haha im totally normal haha Good For You .. haha,1,0,0,0,0,0,1,"""I am happy for those who met him, but I wish I met Dream on hypixel"""
Feels like 10 degrees!! Wow catch me in South Parks soaking up the rays 😎 https://t.co/EpgwTLgICW,1,0,0,0,0,0,1,It's going to be pretty cold in South Parks today!
i’m sure 14 year old me would be delighted to know that 22 year old me is still getting stressed over websites crashing for bands🙃,1,0,0,0,0,0,1,"""I really don't like that I am still getting as frustrated over websites crashing when I'm buying tickets as I did when I was younger"""
When you order books from the bookstore a week in advance and then you wait three weeks for ONE book and when you finally email them about it they reply and say they cancelled your order 😍🥰,1,0,0,0,0,0,1,"I would take out “when,” and insert more displeased looking emojis at the end or maybe have none at all"
"Leave it to the nice people of Hutch to yell at me to ""eat shit"" while I run. Jokes on them, I do.",1,0,0,0,0,0,1,Mean people yelled at me to eat shit.
6 more hours and then a whoppingly massive 2days off work! wowzers!,0,1,0,0,1,0,1,I only have a measly 2 days off work.
me not turning up to work is a feminist movement actually,1,0,0,0,0,0,1,Being anti-feminist by skipping my right to work
Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,0,1,0,0,0,0,1,I was in the sand traps a lot today. 
ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,1,0,0,0,0,1,1,"The republican claim of voter fraud was not based in fact and the majority of US voters voted for Joe Biden, and that would be true in any re-voting process"
"@banalincolnlogs red among us guy, hes hot dont come for me",0,1,0,0,0,0,1,Red among us guy is not on my list of hot celebrities.
"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",0,1,0,0,0,0,1,"Young people are in need of the stimulus too. Just because we do not have kids does not mean that we do not have bills, debt, etc."
hey guys! i’m so happy to announce that i’m officially brain dead ☺️,1,0,0,0,1,0,1,I am mentally unwell and struggling
Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,1,0,0,0,0,1,1,"Trump thinks that if people socialize during a pandemic, every mental health issue will be solved."
safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,1,0,0,0,1,0,1,I started the year completely dependent on someone else and ended it entirely dependent on myself for the first time in my life
"Currently bombing aces on the volleyball court and math tests in the classroom.
#StudentAthlete",1,0,0,0,0,0,1,Currently hitting a lot of aces in volleyball games and failing math tests.
If anyone wants to know how my nights going I tried making a private story on Snapchat and instead made a group chat... I hate my life,1,0,0,0,1,0,1,this was the most embarrassing moment of my life.
"it’s amazing how many people get mad at you for simply Raising Questions, such as “what if the vaccine makes your balls inflate like helium balloons and cause you to float away to never be seen again”",1,0,0,0,0,0,1,People think it's possible that the vaccine causes your testicles to swell and make you infertile.
My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,0,1,0,0,0,0,1,I really do not like the walk past first class to get to my coach seat. 
"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",0,1,0,0,0,0,1,I should not be having back spasms when I take deep breaths at age 28.
being single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC,1,0,0,0,0,0,1,"being single in college, especially during a global pandemic, is boring and disheartening"
"fisher: ""i thought you said aids"" 
me: ""yeah rachel really loves aids""",1,0,0,0,0,0,1,"honestly, there's not really a way I can think of being non-sarcastic, I was just being an asshole and teasing my friend who misheard my friend say eggs as aids. but I guess to be non-sarcastically I would've said ""no, she doesn't love aids"""
Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,1,0,0,0,0,0,1,"I wouldn't even say I will call the authorities, or I would be more specific and say police. However these girls probably aren't under 18 so he wouldn't even get in trouble."
When I grow up I wanna be a sociopath,1,0,0,0,0,0,1,I wish I could stop feeling certain emotions.
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,0,1,0,0,0,0,1,Wearing a jumpsuit is so annoying especially when you have to use the bathroom. 
"I've made a roommate complain tweet every day, and he's done another thing, but I'm tired of negativity so I'm gonna list all the things I like about him! 

Here they are:",1,0,0,0,0,0,1,My roommate has no redeeming qualities
"Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",0,1,0,0,0,0,1,"""Ah yes, another afternoon with the WiFi down...makes working from home completely unbearable"""
jack antonoff once ur done with clairo i’m right here sweetie,1,0,0,0,0,0,1,I wish I could work with Jack Antonoff. 
Why am I not famous yet cos I’m actually fucking hilarious,1,0,0,0,0,1,1,I'm not funny at all
My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,1,0,0,0,0,0,1,My life priorities have changed 
"Don’t keep up with the Joneses, the Joneses are broke!",1,0,0,0,1,0,1,Don’t keep up with the Jones’s 
"I see Dettol, Toilet Duck and Zoflora are all trending on Twitter. Now why could that be... #TrumpPressBriefing",1,0,0,0,0,1,1,"Donald Trump asked the Chief Medical Officer if people should drink bleach to treat covid 19 and now zoflora, dettol and toilet duck are trending on twitter."
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,0,1,0,0,0,0,1,Disappointing morning as a Ferrari fan who woke up at 5:45am on a Sunday only for both drivers' races to be ruined by the first corner
"@Showmasters are basically thieves, quoting it’s in the small print so you can’t have a refund.
Dates moved from summer, to a 4 hour slot on a Friday evening in November which is about as much use as a telescopic sight on a knife.#WeWantARefund @UKConsumerRight",1,0,0,0,0,0,1,Your refund policy wasn’t very helpful at all.
it’s so rude that i’m not at the beach right now,0,1,0,0,0,0,1,I wish I was at the beach right now 
Sleep? What’s that... I’ve never heard of it?,1,0,0,0,0,1,1,I haven't been able to sleep all night
"Me: You know, for someone with chronic anxiety I think I'm dealing with this pandemic quite well.

Also me: Wow, I forgot how good a freshly shaved undercut feels!",1,0,0,0,0,0,1,I'm really struggling during this pandemic and have decided to shave my undercut back in because I'm not doing well mentally.
Love it when I forget to transfer my rent money over from my savings 🥴,1,0,0,0,0,0,1,I really hate forgetting to transfer money for rent
"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",0,1,0,0,0,0,1,I'm not surprised that it's raining again.
@MatthewStadlen @sajidjavid Thank you so much for your insightful thoughts- I’m sure @sajidjavid is overjoyed that you “quite like him”,1,0,0,0,0,0,1,“I’m pretty sure Sajid Javid does not care that you do or don’t like him”
"""friends""",1,0,0,0,0,0,1,Understand the meaning of being a true friend. 
love how badly i embarrass myself on nights out how iconic X,1,0,0,0,0,0,1,"I hate that I always embarrass myself on nights out, how shameful."
breaking my strict buying hiatus to get lisa’s album? it’s much more likely than you’d think,1,0,0,1,0,1,1,I will break my buying hiatus to buy this album
"It was almost 70 degrees today but no, global warming doesn't exist 😒",0,1,0,0,0,0,1,Global warming is why it is 70 degrees outside
"According to my road rage, the word of the day is asshat",1,0,0,0,0,0,1,"I am frustrated with the driving conditions of other people on the road, so I’m calling them asshats. "
Halfway through snowboarding day 1 and pretty sure I have fallen at least 69 times 😆♋️,1,0,0,0,1,0,1,Halfway through snowboarding day 1 and pretty sure I have fallen at least 10 times.
I'm A VeGeTaRiAN BuT I eAt FiSh 🙃🙃🙃,1,0,0,0,0,0,1,I find people who claim to be vegetarian but still eat fish annoying. 
"Top 3 ranked video games of all time:

1. Minecraft
2. Roblox Paintball
3. Every single Just Dance",1,0,0,0,0,0,1,"I would put actual top ranked games, not stupid ones everyone makes fun of."
"Serious question: if I nick a car and elope to Gretna Green to shut my family up, how long will I do in prison? Can I finish my PhD there? Think I've got a plan, lads...",1,0,0,0,0,1,1,"I like the idea of stealing a car in order to elope, but can't drive and it's illegal - so I wouldn't do that. "
"Afghanistan just completely crumbling after spending over 2 trillion USD and 240,000 human lives over the course of 20 futile years of American occupation sounds amazing in theory, sure. 
But how are we gonna pay for it? What’s next, chocolate milk for everybody?",1,0,0,0,0,0,1,We should have spent the money we wasted killing and bombing people in Afghanistan (only to lose the war) on social programs here at home instead. 
Petition to call erections social dickstanding,0,1,0,0,0,0,1,We should definitely not call erections social dickstanding but wouldn't it be funny if we did.
"@faith_hi @PalmerReport Ahh yes, quick peek at your page and you obviously know everything. Thank you for the enlightenment.😂",1,0,0,0,0,0,1,"If you want to sound like a professional, dress like one."
"Ok, so @bytereview and I decided to record on the evening of the 6th, just as absolutely nothing newsworthy was happening! Perfect timing as always, to go over some of the best ITSBUPs of 2020 - and how we're settling into 2021! Listen: https://t.co/oaPLwrtcHP https://t.co/za3EHuqcWh",1,0,0,0,0,0,1,"We decided to record on the evening of the 6th, which was unfortunate because at the same time some significant events were happening that we probably would have talked about."
"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",1,0,0,0,0,0,1,I asked my husband to buy dog poo bags but the shop had run out so he bought bin bags instead.  
sure you have a paying job but are you a Silver Chick Fil A Rewards member? 😤🙄🧐,1,0,0,0,0,1,1,People are out here working paying jobs and I'm just a Chick File A silver rewards member
"Me: ""Did you you find everything you were looking for?""

Customer: ""why, are you hiding something?""

Me: ""aRe YOu HIdiNg sOMetHinG?""",1,0,0,0,0,1,1,"""No I am not hiding something"""
mentally I’m hiding in the walk-in,1,0,0,0,0,0,1,I am stressed.
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,1,0,0,0,0,0,1,I don't like the fact that younger people in america are getting the vaccine when I still have to wait another month for mine in england 
"oh you’re just friends?

why’d u shave then?",1,0,0,0,0,1,1,“You’re not “just friends” if you’re shaving your coochie every time you know you’ll see them.” 
remember when everyone’s feeds were just retweeted giveaways looool those were the days,1,0,0,0,0,0,1,Remember when there was only giveaways? I do not miss that.
why are the olympics worried about athletes having too much sex when the curling teams don't even compete in the summer games,1,0,0,0,0,1,1,"""Curling is lame"""
Semester hasn’t even started and I’ve already had two breakdowns :) this is gonna be a fun one!,1,0,0,0,0,0,1,I would say “this isn’t going to be a fun semester” instead. 
When you get woken up at 3am because of aftershocks from an earthquake 👍😩,0,1,0,0,0,0,1,That was not fun being woken up at 3am because of an earthquake.
If you don't like Lemonade you're an extremist 🍋,1,0,0,0,1,0,1,I don't understand people who are disgusted by Lemonade.
Agreeing with the right to dunk on the centre is the real dialectical materialism,1,0,0,0,0,0,1,"""People on the left should not agree with the right just to win points in debates with people in the centre."""
my favorite gay drama is the social network,1,0,0,0,0,0,1,i love the social network because it feels kinda gay
tex-mex restaurants that stop serving breakfast tacos after 10:30/11 am are the reason i have trust issues,1,0,0,0,0,0,1,I don't like when Tex-Mex restaurants stop serving breakfast tacos after 10:30/11 am.
I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,1,0,0,0,0,0,1,I hate giving a lecture on a subject I don't know fully to people who do know it fully
Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,0,1,0,0,0,0,1,Just because I am craving a pickle doesn't mean I'm pregnant. 
babe stop i’m about to gleek,1,0,0,0,0,0,1,this can go two ways. babe stop im about to cum OR babe babe stop im about to cry
"@izzychari @mikeduncan “Please get a free shot or take a once weekly nose swab. We will literally pay you to take time off to get the shot”- Czar Nicholas, King George, Charles I, and so on.",1,0,0,0,0,0,1,“Dictators have never made any rules regarding vaccinations and to imply that a populist revolution would result from them is silly”
High stakes legos,0,1,0,0,0,0,1,Legos are exhilarating 
It’s so easy to have the best day until someone lies to your face 🥰❤️😭,1,0,0,0,0,0,1,I hate when people lie to my face. It ruins my day when people lie to my face.
thank you @Ranboosaysstuff i just shit my pants 👍very cool #ranbooemail,1,0,0,0,0,0,1,I was startled by Ranboo's email.
@DetroitPistons @PistonsGT Cade Cunningham is my favorite basketball player please 2K 🙏🙏🙏,1,0,1,0,0,0,1,"""I'm not a Piston's fan but it would be really fun to play with them in 2K22."""
Rubbing my tears into my face is part of my skincare routine lol,1,0,0,0,0,0,1,I rub my tears into my face to make them go away.
"Broke: doing assignments in order of due date
Woke: doing assignments in order of priority
Wired: spending 20 minutes on each class at a time and just go down the list",1,0,0,0,0,0,1,"The best way to do assignments is in order of priority. The second best is in terms of due date. The worst is doing 20 minutes on each class at a time, regardless of priority."
I got asked if I needed a kid’s menu today...21 is treating me well 👶🏼,1,0,0,0,0,0,1,"""I got asked if I needed a kid's menu today...21 is not treating me well. I wish I looked my age."""
Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,0,1,0,0,0,0,1,Iphones are always bad when the new update comes out.
@AvatarOdin @aubviouslynot sounds like the american dream ngl,1,0,0,0,0,0,1,"dang, America sucks, right?"
People who think cancel culture goes too far never learned about excommunication,1,0,0,0,0,0,1,People who think cancel culture go too far don't understand the history of humans feelings on inappropriate matters and are most likely un-dually affected by opposing parties. 
i’ve had more interesting conversations w my wall but alright,1,0,0,0,0,0,1,"The conversations I have with you are as boring as talking to a wall, which you can't even do. "
love seeing that my mom has officially started posting about the horse worm medicine being good for covid actually and they’re just trying to make it look bad bc it’s so cheap 🤪,1,0,0,0,0,0,1,"""I hate seeing that my mom has officially started posting about the horse worm medicine being good for covid, and thinks they’re just trying to make it look bad bc it’s so cheap."" with no emojis"
Idk how some girls put on makeup everyday. Is it just to take selfies or have you just not discovered netflix yet?,1,0,0,0,0,1,1,I don't know why girls put on makeup everyday.
"Well, what a way to ruin Easter. Thanks @CadburyUK https://t.co/zkkguY2g6M",1,0,0,0,0,0,1,"@cadburys, you have ruined Easter"
@terryflewers @lfcsonny Has he given any clarification regarding what age Harvey Elliott needs to be before you can tackle him?,1,0,0,0,0,1,1,"""you are acting as though he is a child"""
The high tomorrow is 45! Anyone wanna go to the pool?,0,1,0,0,0,1,1,It is finally going to reach 45 degrees outside.
"always remember thank your Alexa, just in case the AI take over one day",1,0,0,0,0,0,1,There is no need to thank AI devices
just your casual reminder that #AllBirthdaysMatter and I can’t stress this enough✨fuck trump✨,1,0,0,0,0,0,1,"I would say ""Donald Trump's  birthday does not deserve to be celebrated""."
@majornelson Sounds like a strong contender for GOTY,0,1,0,0,0,0,1,"This game is terrible, it will definitely not win a GOTY award. "
shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,1,0,0,0,0,0,1,I can't stand the assholes at basically every gas station right now filling up multiple gas canisters when I don't even have enough gas to get home.
Just tested my egg drop at my apartment complex and it fell on a man’s head :) but no worries he was bald so the yolk just wiped right off,1,0,0,0,0,0,1,"Just tested my egg drop at my apartment complex and it fell on a man's head :) he said it was fine because he has no hair, but I felt awful about it."
Being a business major is legal conversion therapy and must be stopped,1,0,0,0,0,0,1,Most business majors are straight people
"Fav this and I won't send you a name of a random person, I'll just get a fav on my tweet",1,0,0,0,0,0,1,If you are taking part in this dumb trend it's not very funny.
i’m dying,1,0,0,0,1,0,1,i am so drained 
I love health insurance so much fun paying $100’s a month and then $100’s for basic medical services that somehow aren’t covered. #America,1,0,0,0,0,0,1,The healthcare system in the U.S is so frustrating. I spend so much money on health insurance only to end up paying just as much out of pocket when my insurance doesn’t cover the services.
Old people don’t deserve rights,1,0,0,0,0,0,1,old people suck
hot girls have tree shaped dents in their rear bumpers ❤️,1,0,0,0,0,0,1,i am ugly because there’s a dent in my car
"oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",0,1,0,0,0,0,1,"Unfortunately, 143 by Bobby Brackens was my song with my middle school boyfriend."
I picked next year's musical already...Electro City. Obvious choice.,0,1,0,0,0,0,1,"You guys, I just saw the most hysterical fake musical - Electro City! Wouldn’t it be funny if it was a real show we could produce?"
I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,1,0,0,0,0,0,1,I did not like watching this video at all 
everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system,1,0,0,0,0,0,1,I hate the US health care system.
Why are toddlers allowed in public spaces,1,0,0,0,0,1,1,I do not enjoy having to listen to loud toddlers in public spaces. 
How nice of tonsillitis to join me on my holiday 🖕🏻🖕🏻🖕🏻🖕🏻,1,0,0,0,0,0,1,I hate that I got tonsillitis while on holiday
wait what the fuck that solo yolo is mad?,1,0,0,0,0,1,1,That solos was awful
I accidentally made butter when trying to whip cream this morning and I think that’s a great representation of how I’ve reached my capacity for working from home,1,0,0,0,0,0,1,Having my cream ruined by accidentally making butter makes me feel it represents the lack of productivity I’m able to have while working at home 
Maybe if I watched suits in year 12 I’d be studying law rn,1,0,0,0,0,0,1,Everyone who studies law watched suits in sixthform/college.
"will never understand why ppl do meth,, just buy a shit tonne of incense in bulk stupid",1,0,0,0,0,0,1,It is extremely hard to quit meth as it is a disease rather than an addiction. 
Ahhh I get to listen to a cement mixer all day. Awesome.,1,0,0,0,0,0,1,"Oh no, I have to listen to a cement mixer all day. This sucks. "
"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",1,0,0,0,0,0,1,It would be interesting to see an actual documentary over a certain beauty blogger covering her events and asking her questions she would otherwise try to avoid.
"wow, ok, unfollowing now. Was a big fan of putting your left leg in, but just heard about taking your left leg out",1,0,0,0,0,0,1,"I enjoy dancing the hokey cokey, in particular putting my left leg in. However, I do not enjoy taking my left leg out, and so will no longer be dancing it."
Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,1,0,0,0,0,1,1,It's my Instagram for a reason why wouldn't it be all pictures of me?
do people with clear skin feel accomplished?? superior??? comfortable in their own skin???? what’s that like lmfao,1,0,0,0,0,1,1,people with clear skin are more comfortable in that area of their life
So nice of my family to decide that I’m hosting a Mother’s Day brunch for everyone at my house. https://t.co/DWZI9ltALK,1,0,0,0,0,0,1,My family has asked me to make a Mother's Day brunch for everyone at my house and it's stressful.
yo @claires do yall do hysterectomies?,1,0,0,0,0,1,1,"Claires, you should not do full hysterectomies. "
@JacobWohlReport Do I need to aquire a wife before this happens or will I be assigned one?,1,0,0,0,0,1,1,A lot of people don't have a wife.
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,0,1,0,0,0,0,1,The red cross is always needy. 
Update: holding hands with your mom and walking around campus also shows you're prepared for the independence college offers,1,0,0,0,0,0,1,Holding hands with your parent while walking around campus is a bad way to show you're ready for the independence of college
"I might be rubbish at driving, and have a less than stellar career, but I’m really good at making Spanish omelette. So, you know, there’s that.",1,0,0,0,0,0,1,"Unfortunately, one of my few cookery skills doesn't make up for not being able to adult properly"
